p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,label
0.48380893,0.9396036,1.3534726e-06,0.40162307,0.8353502,-0.03779167,0.3955584,0.71129555,-0.03689983,0.43993345,0.61539257,-0.037910216,0.4471923,0.5242201,-0.03128763,0.3983829,0.6489198,0.029949628,0.37983048,0.5210722,0.0022139435,0.37381244,0.43702272,-0.014363255,0.3751436,0.36582595,-0.023660034,0.4864101,0.66378224,0.026065864,0.5268744,0.53419363,-0.022924442,0.55923307,0.4452854,-0.056705106,0.59209144,0.36902237,-0.06833961,0.55583733,0.70685774,0.012806589,0.5589506,0.62972903,-0.05935016,0.5226527,0.7346163,-0.05654118,0.5124366,0.79373896,-0.027710227,0.6213329,0.7564477,-0.0033510139,0.61361706,0.692205,-0.057909258,0.575088,0.76791185,-0.047446635,0.5598727,0.80804074,-0.022850268,10
0.47537166,0.84045696,2.7867446e-07,0.4904454,0.76907045,-0.09702667,0.5160879,0.67035365,-0.097196676,0.5312484,0.58800155,-0.07449123,0.54872054,0.516664,-0.04339985,0.60287315,0.62655115,-0.032834698,0.6023912,0.518803,-0.040392205,0.59953487,0.44870055,-0.050235968,0.6036747,0.38458085,-0.056244817,0.5618112,0.62786645,0.017705927,0.5222953,0.5297005,0.0071221064,0.48129347,0.45445466,-0.015307181,0.44943503,0.39780086,-0.027686305,0.5200868,0.63743675,0.05660581,0.46136445,0.58465356,0.013034142,0.43234193,0.6430143,-0.023914242,0.4290685,0.68453175,-0.03147094,0.49340686,0.6458083,0.08954918,0.44300532,0.62018734,0.043826617,0.42203295,0.66494447,0.01573896,0.42393523,0.697681,0.008475673,10
0.4976593,0.8487942,8.9074416e-07,0.5663894,0.76777065,-0.047998674,0.57799226,0.6673515,-0.044771563,0.5538328,0.5879822,-0.038617548,0.56138194,0.51749974,-0.027918994,0.59325373,0.62742126,0.019003868,0.6092906,0.5290476,-0.0005294634,0.6124548,0.45677704,-0.016419806,0.61558956,0.3949157,-0.026368987,0.5327769,0.6344579,0.027695918,0.49926454,0.53060234,-0.0067971474,0.46508873,0.45399386,-0.03815703,0.4379585,0.38755405,-0.05250096,0.47580922,0.6584425,0.026950765,0.44327796,0.6047462,-0.043102253,0.4610083,0.6886791,-0.06150931,0.4764747,0.73250717,-0.048956983,0.42262086,0.68493474,0.024344753,0.4030532,0.64003223,-0.034131423,0.41882822,0.70438755,-0.041007336,0.4326582,0.7360834,-0.030106755,10
0.5030052,0.89060855,1.0003112e-06,0.5861246,0.7927809,-0.04855677,0.58838636,0.6819366,-0.041902427,0.5599738,0.5940447,-0.03358456,0.56782,0.51916623,-0.020439845,0.6051717,0.6426178,0.032594785,0.62500554,0.52925617,0.019274244,0.62736,0.45053777,0.007329282,0.62984294,0.38212222,-0.0014276719,0.5357432,0.65005046,0.041135173,0.49297646,0.5323612,0.009595428,0.45590818,0.44797525,-0.021173052,0.42627692,0.3784592,-0.035909362,0.47087228,0.6812435,0.0389989,0.43843886,0.618339,-0.03379539,0.4646744,0.71034074,-0.053782452,0.48231632,0.7610531,-0.041170914,0.40943828,0.71623373,0.03492532,0.3909818,0.66040903,-0.027687147,0.41423678,0.72485715,-0.037235558,0.43145162,0.7563391,-0.028261537,10
0.5086571,0.8926049,1.789815e-06,0.4368673,0.8241632,-0.098296,0.41740677,0.71298355,-0.10989342,0.4351024,0.614427,-0.10297293,0.4316457,0.523996,-0.0862651,0.37418646,0.6524333,-0.038557265,0.36110353,0.52657324,-0.06578641,0.35470185,0.4405887,-0.08408225,0.3551823,0.36401248,-0.09733986,0.4497462,0.6532979,-0.002511507,0.5008318,0.5310211,-0.05034607,0.5465343,0.4451279,-0.08275815,0.58496267,0.3723564,-0.09541982,0.5141845,0.67787445,0.0218591,0.565357,0.61423606,-0.061589483,0.55781466,0.71306396,-0.07861787,0.5451434,0.7700304,-0.06285828,0.5708562,0.70255727,0.040479563,0.60563755,0.6699296,-0.046390627,0.5951038,0.74475586,-0.066955596,0.5757969,0.7849183,-0.060412418,10
0.5032389,0.9131508,1.0635292e-06,0.5903876,0.8229765,-0.04624348,0.60313576,0.7058476,-0.051714204,0.56717217,0.6115791,-0.057574674,0.556886,0.5355473,-0.059142366,0.5878459,0.64941746,0.004411093,0.6112065,0.5347216,-0.023950215,0.61648166,0.45677385,-0.04057598,0.6243036,0.38796133,-0.050568096,0.5180721,0.65658754,0.004013551,0.4735848,0.5307414,-0.053892475,0.43992618,0.44154698,-0.09160439,0.41658077,0.3647104,-0.107964,0.45185554,0.69106174,-0.0033403342,0.44306654,0.61671615,-0.09536962,0.47390583,0.7088476,-0.10571903,0.48716706,0.7694701,-0.082727246,0.38890103,0.7319636,-0.011706865,0.39223042,0.66407865,-0.08343212,0.42353708,0.73247457,-0.08209969,0.4322542,0.77849615,-0.06277315,10
0.51602167,0.8789264,1.6462341e-06,0.46955785,0.7944537,-0.09470821,0.4512836,0.6879318,-0.090555504,0.45217472,0.6010343,-0.063585624,0.43242982,0.51779497,-0.026321588,0.37292367,0.6314459,-0.01100817,0.37123984,0.51762164,-0.0110318735,0.3650534,0.44052398,-0.010599112,0.36558563,0.370724,-0.010787052,0.43466556,0.63467807,0.038505882,0.49496698,0.52229077,0.025260264,0.5358089,0.445352,0.0060659656,0.56971943,0.38366923,-0.00039711854,0.4923216,0.6545503,0.07551433,0.5708226,0.59712905,0.02518667,0.5732467,0.679592,-0.0068915146,0.55449986,0.72780526,-0.008380135,0.54048765,0.6741975,0.10771343,0.59268403,0.6466874,0.04678589,0.58945763,0.7090512,0.01441848,0.5606069,0.7497746,0.0068275495,10
0.51521814,0.868706,1.1881029e-06,0.59965765,0.76224977,0.0032389178,0.58240694,0.6645292,0.017392175,0.5466759,0.59677106,0.018282877,0.53757274,0.52804804,0.022132551,0.5452495,0.6273123,0.07255373,0.5666554,0.5314371,0.0570248,0.5707723,0.46597093,0.04125221,0.57487345,0.4040612,0.028476289,0.49310148,0.6410731,0.044157255,0.46907294,0.53661585,-0.00701366,0.4533793,0.4499511,-0.05010212,0.43794125,0.3770369,-0.07186656,0.44285086,0.67495674,0.009474016,0.46936968,0.6123282,-0.07117275,0.50668836,0.69327813,-0.08638663,0.507522,0.7398976,-0.07126559,0.3929824,0.70687175,-0.02372714,0.4305928,0.6486465,-0.083367914,0.46374127,0.7086136,-0.08358221,0.45762864,0.7445821,-0.0699897,10
0.48056927,0.85782135,5.2674875e-07,0.51682025,0.7840324,-0.085509814,0.54275805,0.68258,-0.072994135,0.5473324,0.5969549,-0.0400548,0.57037127,0.52312267,0.0023527911,0.6150341,0.6549135,-0.0067178635,0.6280983,0.5402127,-0.024298612,0.62923133,0.45402882,-0.039204925,0.6341574,0.37370393,-0.047920253,0.5587058,0.6536088,0.0347251,0.5067805,0.5392621,0.011259892,0.46121764,0.45849907,-0.0143630095,0.42927927,0.3899619,-0.025151184,0.50447035,0.66001755,0.06219377,0.4194032,0.5992746,0.001629219,0.41054338,0.69194585,-0.034094896,0.433215,0.73918664,-0.03584886,0.4623955,0.6711749,0.0846898,0.3949563,0.6540995,0.017727677,0.39085752,0.7201677,-0.017940912,0.41788197,0.75220686,-0.026716325,10
0.49331868,0.9217318,9.502158e-07,0.41179407,0.82607347,-0.019224603,0.4071613,0.70892024,-0.0119228475,0.45937264,0.6088355,-0.011029348,0.46820956,0.533308,-0.0039615617,0.41831577,0.651242,0.045400638,0.39892417,0.53426117,0.025509413,0.39278975,0.45955712,0.011370745,0.39289916,0.3914929,0.0025188872,0.49390137,0.6620735,0.03462327,0.53324616,0.5326744,-0.012372942,0.562316,0.43987522,-0.04703479,0.5935111,0.36451748,-0.06183053,0.55680096,0.695675,0.017208684,0.55834955,0.6243885,-0.053334597,0.5233077,0.71358436,-0.052962773,0.5156737,0.77890974,-0.026825929,0.6214011,0.73605204,-0.001658645,0.61007977,0.6657622,-0.052504398,0.57594293,0.7331419,-0.040665038,0.5651305,0.78357244,-0.016440004,10
0.5035197,0.8654443,1.3573007e-06,0.4386595,0.7800215,-0.06385959,0.42471954,0.6803819,-0.06610112,0.44396368,0.59455836,-0.060567267,0.43842402,0.51916045,-0.046270918,0.39125234,0.6242272,0.0070006633,0.375697,0.5155646,-0.011087648,0.369285,0.4479375,-0.024678279,0.36919224,0.38299447,-0.03399457,0.46301007,0.63484204,0.023766601,0.5013239,0.51833475,-0.0129071,0.54034424,0.4436173,-0.042696126,0.5751171,0.37950706,-0.055041395,0.5233867,0.6678039,0.030157506,0.561142,0.6101607,-0.038419023,0.54422724,0.69522345,-0.051903296,0.52841634,0.7398117,-0.037221547,0.5749364,0.7015648,0.032811634,0.59809166,0.6590577,-0.02782958,0.5810936,0.72315365,-0.03421114,0.56208897,0.75371623,-0.02309314,10
0.5131896,0.91359085,1.5107508e-06,0.6111982,0.8134569,-0.028391568,0.5968979,0.6907256,-0.030750109,0.55370545,0.60669684,-0.03955917,0.53830576,0.52492046,-0.04265484,0.5678075,0.63482076,0.024134908,0.5940549,0.52071905,-0.01068248,0.6005411,0.44082975,-0.03462908,0.6047002,0.368061,-0.05242454,0.5035347,0.6518628,0.004472082,0.46965158,0.53482985,-0.070747726,0.44229913,0.44035608,-0.12372056,0.41640443,0.3582979,-0.14993948,0.44102207,0.6937547,-0.022112755,0.4532539,0.63151085,-0.12358628,0.49653706,0.7296964,-0.13078049,0.5044887,0.7781068,-0.10569613,0.38093632,0.7328719,-0.04988638,0.4081689,0.6790354,-0.12704322,0.44994482,0.75491893,-0.12419077,0.4509631,0.79138255,-0.104309194,10
0.49427322,0.89612055,9.722864e-07,0.56669164,0.8015028,-0.063194446,0.57525325,0.6925198,-0.058634117,0.55567414,0.6076035,-0.04895862,0.5664304,0.5243237,-0.03155105,0.6051294,0.63468194,0.031451236,0.62125194,0.52068,0.01160922,0.62769824,0.4408241,-0.008077058,0.63260984,0.3708855,-0.02107218,0.53834885,0.64942724,0.046052195,0.49543744,0.532098,0.00715692,0.45702183,0.446549,-0.032457687,0.42281055,0.37723935,-0.051162634,0.47584742,0.6779753,0.046746947,0.42428726,0.62418276,-0.037040472,0.44779098,0.7189251,-0.07042509,0.47132263,0.76800275,-0.0636271,0.41817665,0.70128816,0.044485915,0.38597977,0.664008,-0.0314585,0.40570766,0.7345656,-0.053609405,0.42927676,0.7683489,-0.0502113,10
0.49975598,0.8641503,1.2504555e-06,0.43447006,0.79641724,-0.041597206,0.42368552,0.69520855,-0.050926954,0.45739242,0.59975547,-0.058604464,0.45026287,0.52821666,-0.059801232,0.41302735,0.63653374,-0.010244153,0.39507353,0.51930255,-0.03858753,0.38783836,0.44864118,-0.056465022,0.38812783,0.38184595,-0.069001995,0.48442066,0.6433752,-0.008690131,0.52190065,0.5267366,-0.057796456,0.5550995,0.44643724,-0.090477236,0.591881,0.37273106,-0.105747655,0.541568,0.67390984,-0.01208927,0.56295013,0.6116513,-0.07713482,0.53477126,0.6989797,-0.07214534,0.5227156,0.7576231,-0.047365975,0.59541035,0.710991,-0.01863928,0.6048163,0.66142094,-0.07173014,0.57701534,0.72046876,-0.06379193,0.5596605,0.7595824,-0.04314642,10
0.5145238,0.85823274,1.2147973e-06,0.45760828,0.7770751,-0.05587569,0.43829927,0.6788276,-0.063165136,0.44924855,0.59397364,-0.067760065,0.4447438,0.5182993,-0.06668244,0.40645134,0.61535215,0.0074972403,0.3915305,0.5107295,-0.013746567,0.38773927,0.4448492,-0.028670114,0.38753444,0.38740247,-0.037414562,0.47427386,0.6229778,0.017043939,0.5106379,0.51859456,-0.024303496,0.5484203,0.44629312,-0.057992566,0.5788839,0.3894803,-0.07183236,0.53196996,0.6502049,0.017184831,0.5646895,0.6123373,-0.05394037,0.5518371,0.6839679,-0.07898592,0.5363456,0.7339218,-0.07168719,0.57717884,0.68075615,0.014747435,0.5984713,0.6476564,-0.04161339,0.583696,0.7025986,-0.051116396,0.56748575,0.74212414,-0.042769235,10
0.50710523,0.8827844,1.2078281e-06,0.44155025,0.7977187,-0.031775665,0.43341598,0.68914026,-0.032104045,0.46524748,0.59435683,-0.03414673,0.46227396,0.519157,-0.031553358,0.41688156,0.63793916,0.011423481,0.3954801,0.52194905,-0.011420285,0.38925755,0.4509524,-0.025123676,0.39233685,0.38564187,-0.033112947,0.4851265,0.6449225,0.00844249,0.52372366,0.52550393,-0.031911347,0.55922836,0.44808578,-0.05983222,0.59751856,0.38055834,-0.07007775,0.54437125,0.6769062,-0.00014118128,0.5718273,0.6193866,-0.06100533,0.54379815,0.7044205,-0.05922346,0.52733785,0.7571535,-0.03636529,0.598134,0.7191542,-0.010821643,0.6119502,0.66678834,-0.058235258,0.58386135,0.7281985,-0.046720147,0.56454474,0.7681495,-0.023657097,10
0.5143053,0.8657255,1.363707e-06,0.47843394,0.7904862,-0.093705215,0.46178785,0.69535893,-0.0993523,0.46438897,0.623429,-0.085798465,0.46222475,0.5450034,-0.059635345,0.38877702,0.62274575,-0.031984307,0.38106424,0.51343894,-0.056751765,0.37396592,0.4375322,-0.069789015,0.3704255,0.37436286,-0.0755674,0.45045075,0.6327824,0.0035047946,0.49658704,0.52128077,-0.037126523,0.5405982,0.44846606,-0.06581429,0.57230055,0.38843912,-0.07527021,0.5074193,0.6578072,0.025735667,0.57117367,0.623192,-0.04723069,0.5653336,0.6988876,-0.07799621,0.54068345,0.72881055,-0.074587554,0.55062467,0.681134,0.042906962,0.5969394,0.6638532,-0.018417563,0.5867634,0.7170754,-0.04081656,0.5568335,0.73989433,-0.042680893,10
0.50929826,0.88306653,1.7208635e-06,0.44473165,0.78871727,-0.07642924,0.43511114,0.6852593,-0.07268352,0.45110643,0.6036656,-0.058855467,0.4440165,0.52067065,-0.03613888,0.39779705,0.63890743,0.02455756,0.38054627,0.5242202,0.007267568,0.3744565,0.44307983,-0.007980244,0.3776761,0.37240198,-0.017532315,0.4730951,0.6484695,0.05065635,0.51466256,0.5290766,0.013205574,0.55771905,0.44298163,-0.02475455,0.5916787,0.37499478,-0.040180784,0.5375246,0.67894185,0.062186114,0.57026505,0.6162847,-0.02038674,0.5600974,0.70673805,-0.058700394,0.54779816,0.75612783,-0.05478736,0.5892769,0.70375097,0.07060906,0.6118395,0.6667787,-0.008946803,0.6009596,0.73449796,-0.03845264,0.58688104,0.7707516,-0.03971126,10
0.4961297,0.9321452,1.2066517e-06,0.41208208,0.84535146,-0.039383627,0.40268224,0.71614456,-0.04483912,0.44550404,0.6136713,-0.05196901,0.44496486,0.5298916,-0.053042386,0.406394,0.65009767,-0.0011208326,0.3859794,0.52683383,-0.037126645,0.37817872,0.44276303,-0.06046999,0.3776114,0.3681777,-0.07560167,0.48495242,0.66044205,-0.0075073554,0.524913,0.5361639,-0.06384506,0.5641154,0.44495338,-0.09859619,0.6037774,0.36836615,-0.11294093,0.55203515,0.69716024,-0.021059344,0.56727767,0.6282858,-0.097807586,0.53737086,0.7175268,-0.093227625,0.5222878,0.78240776,-0.06417605,0.61419255,0.7429438,-0.03803902,0.6181666,0.6791264,-0.09491704,0.5863718,0.74083626,-0.082363985,0.5677189,0.78764814,-0.056530584,10
0.49270463,0.8495738,9.438207e-07,0.42767268,0.7873609,-0.02524997,0.42357206,0.6808312,-0.028588008,0.46680397,0.59703916,-0.03363234,0.46809214,0.5313386,-0.035263088,0.43655038,0.6321817,-0.007825836,0.4203403,0.52739555,-0.034838744,0.41235903,0.45987704,-0.051260233,0.41138166,0.3971742,-0.062011924,0.4977276,0.64108497,-0.014785415,0.53176266,0.52902734,-0.05529791,0.55601966,0.45484954,-0.07883223,0.5882139,0.3883704,-0.08827477,0.5497194,0.6710009,-0.025609253,0.5533712,0.60231394,-0.08010557,0.5222769,0.6811966,-0.07109804,0.51672375,0.7363539,-0.046598252,0.6000174,0.70701784,-0.038805522,0.5922015,0.6492626,-0.08007572,0.56267893,0.7021423,-0.06670876,0.55310667,0.73971766,-0.04511278,10
0.540158,0.8799078,1.4569483e-06,0.6116867,0.766476,0.06624449,0.5799143,0.6787163,0.09522955,0.53211325,0.6135602,0.09209621,0.51058495,0.5430024,0.08654425,0.50477135,0.6658367,0.1608635,0.5182497,0.5609477,0.1485471,0.5250799,0.48692167,0.13055016,0.53017175,0.41886303,0.1173702,0.46083608,0.67214036,0.0961877,0.46143982,0.53909516,0.05658049,0.46310785,0.44068658,0.012888892,0.45274952,0.36322486,-0.0083093345,0.4240719,0.69397813,0.025363343,0.48656023,0.6034538,-0.042374253,0.5314319,0.6833908,-0.064241834,0.5224905,0.74249095,-0.05734339,0.38880134,0.71088535,-0.040221944,0.46764183,0.6401572,-0.08737046,0.5073497,0.702187,-0.090450786,0.49136212,0.7522104,-0.082342945,10
0.5026857,0.84880126,9.916317e-07,0.57971287,0.77134275,-0.05193397,0.5781649,0.6660532,-0.05737699,0.54192525,0.59692127,-0.058664344,0.5218579,0.5266576,-0.053627294,0.5649901,0.6143157,-0.0030414318,0.5845121,0.5178952,-0.029610248,0.587994,0.45283365,-0.04550087,0.59227675,0.39442492,-0.055147633,0.5050498,0.6281621,-4.3062773e-05,0.4705839,0.52256685,-0.051540304,0.4451975,0.45094547,-0.08644379,0.42290375,0.38531655,-0.101568,0.4490024,0.66246676,-0.0051280553,0.4498431,0.60816234,-0.08734452,0.47997096,0.6918011,-0.099163175,0.4869687,0.7294987,-0.08127487,0.39670402,0.69805366,-0.012396193,0.40648413,0.649988,-0.07651165,0.43568096,0.7131411,-0.0776585,0.43656185,0.7404866,-0.06336248,10
0.5228026,0.83807355,1.1232186e-06,0.5921619,0.7538988,-0.023144623,0.58147717,0.6589531,-0.018788846,0.5442462,0.5891012,-0.020062989,0.52744365,0.524119,-0.018176496,0.5576246,0.6288606,0.041988514,0.5695988,0.53353703,0.027234,0.56951743,0.4689948,0.0148904035,0.5693786,0.4084443,0.0058649033,0.507239,0.6374452,0.032778166,0.48064524,0.534968,-0.0068197693,0.4616273,0.45472962,-0.039488234,0.4437642,0.38523328,-0.055287726,0.45821115,0.6662207,0.016061861,0.47475913,0.6006703,-0.055338487,0.50741935,0.6774326,-0.068597585,0.5089563,0.72679913,-0.053685464,0.40885338,0.69630677,-0.001143466,0.4352981,0.6372698,-0.059074324,0.46529314,0.68975127,-0.062634505,0.46335426,0.7257866,-0.051345322,10
0.4850042,0.8339299,7.570412e-07,0.5570668,0.7520077,-0.052378386,0.5655696,0.6588695,-0.03861698,0.5427405,0.5856766,-0.019366592,0.5549191,0.51986605,0.00757163,0.5891034,0.61532676,0.047248602,0.60381943,0.5224375,0.03841674,0.60660523,0.45457312,0.027730322,0.6121582,0.39874282,0.02095574,0.5289121,0.6290016,0.064067945,0.4914525,0.52844304,0.038028363,0.4557954,0.45845652,0.0058172094,0.42710766,0.39941818,-0.008704386,0.47429907,0.6554517,0.06799386,0.4398051,0.60196704,-0.0009828336,0.45500278,0.6791034,-0.035561997,0.46932414,0.71618164,-0.03331912,0.41939753,0.6782435,0.07013465,0.39949608,0.6394746,0.004827649,0.4142768,0.6947979,-0.020653311,0.43038636,0.7208671,-0.022611555,10
0.5011542,0.8668307,8.394919e-07,0.5770962,0.7902715,-0.048728213,0.59099483,0.68927175,-0.053178284,0.5636082,0.59962344,-0.0561792,0.5697889,0.53110504,-0.05596307,0.6038899,0.6414818,-0.0012238605,0.62203926,0.5288585,-0.031070434,0.6278719,0.45250857,-0.050910894,0.634385,0.38622203,-0.063035466,0.53983384,0.64556676,0.0045570116,0.50047135,0.53189486,-0.041792937,0.4616459,0.45065784,-0.0738329,0.43321598,0.38168955,-0.08827116,0.48225576,0.6692434,0.0022858114,0.44075432,0.60788137,-0.075497955,0.4596299,0.6922236,-0.08692737,0.47930002,0.74828506,-0.06877636,0.4287516,0.7020906,-0.0021756366,0.40114743,0.6534057,-0.06566462,0.41908425,0.71324134,-0.06892962,0.43794143,0.75083464,-0.054553222,10
0.5037978,0.8423762,1.4859876e-06,0.4429063,0.7636108,-0.06642398,0.428858,0.67044246,-0.07115275,0.4440829,0.5894059,-0.06807094,0.4355635,0.5169052,-0.05681672,0.39756095,0.61959445,0.0033604107,0.38355118,0.5137098,-0.014476122,0.37747324,0.44463313,-0.027936386,0.37689364,0.3828993,-0.037314404,0.4612352,0.6265244,0.023517461,0.49672237,0.5255749,-0.01586988,0.5365667,0.4512154,-0.04822482,0.5669158,0.38928297,-0.062003963,0.5151881,0.6526539,0.0332036,0.55230016,0.6016993,-0.035619386,0.54367036,0.68142426,-0.054106794,0.5298111,0.7278133,-0.042203188,0.55967575,0.67609084,0.0389936,0.5853148,0.64051515,-0.02208925,0.57191914,0.6972722,-0.035316166,0.5543471,0.73178977,-0.028561462,10
0.50325143,0.86378604,1.3450805e-06,0.43685484,0.77320564,-0.04554764,0.42450523,0.67975295,-0.04493778,0.44610664,0.60354,-0.043477688,0.44184986,0.5251105,-0.03479518,0.40454027,0.61436015,0.025715016,0.39027607,0.5110215,0.0062210117,0.38386425,0.44184706,-0.011776793,0.3825321,0.38080242,-0.024083158,0.47298515,0.63101643,0.029239161,0.50875014,0.51948583,-0.013280381,0.5486384,0.44359553,-0.052226175,0.58333635,0.38681236,-0.07103446,0.5309681,0.6643164,0.022937473,0.558434,0.6143057,-0.048652086,0.5400141,0.69048756,-0.071346514,0.52407193,0.73237216,-0.063380994,0.57939446,0.6919925,0.014244432,0.5951948,0.6551575,-0.04333518,0.5744122,0.7147916,-0.052419882,0.5562423,0.7471927,-0.044537537,10
0.4869329,0.864724,7.75245e-07,0.40890956,0.78603274,-0.017754255,0.40571427,0.6851646,-0.0095556425,0.45187318,0.59962445,-0.005905093,0.45897925,0.5298187,0.0033894212,0.41965494,0.63667226,0.043779183,0.40229335,0.5297722,0.02451444,0.39605427,0.46252167,0.008952278,0.3962046,0.40297568,-0.0014851745,0.48795736,0.64572036,0.03665299,0.518355,0.53143203,-0.0025440352,0.5426749,0.4516896,-0.033858325,0.5706336,0.3840595,-0.048628233,0.54165006,0.671855,0.022670135,0.5382065,0.60234207,-0.03373289,0.50694674,0.68720317,-0.031128643,0.50304896,0.74519277,-0.009458694,0.59758794,0.7028788,0.0067075267,0.58185625,0.64631903,-0.03735302,0.55102634,0.70941544,-0.029418077,0.54403347,0.7497395,-0.01102553,10
0.520523,0.86404014,1.6232364e-06,0.46716726,0.7879897,-0.100459956,0.4469884,0.6864206,-0.10067003,0.45425165,0.6007044,-0.07751475,0.43986502,0.51906514,-0.042827573,0.3778197,0.63725567,-0.03107295,0.37351206,0.52040696,-0.041494586,0.36883542,0.440547,-0.04548233,0.37161732,0.36969247,-0.047437392,0.4388757,0.64216226,0.017135564,0.4921875,0.52545464,-0.009911499,0.5348516,0.44446757,-0.032106522,0.57270205,0.38407037,-0.039048206,0.4949034,0.66165406,0.05305356,0.56603265,0.61767465,-0.014267933,0.5725898,0.7031117,-0.043420862,0.5648272,0.7542024,-0.038666584,0.5381193,0.6818803,0.083774775,0.592136,0.6626496,0.0076511493,0.59367293,0.73017406,-0.024721358,0.5753808,0.7730788,-0.029414011,10
0.50902146,0.86192626,7.6570086e-07,0.587304,0.769732,-0.045914456,0.59120536,0.6695088,-0.04402895,0.5555848,0.5924058,-0.041316852,0.54470336,0.52285945,-0.034200814,0.59036577,0.616669,0.023237059,0.608064,0.5180188,0.008773563,0.61112195,0.45032507,-0.002595246,0.6160592,0.38943857,-0.010638279,0.52805096,0.62425184,0.027296688,0.48840463,0.5179145,-0.0071393745,0.4607634,0.4433381,-0.034858942,0.44124106,0.38246906,-0.04743767,0.46898946,0.6551504,0.02159969,0.45284617,0.6012914,-0.05277447,0.4772759,0.6832002,-0.07220191,0.48920116,0.73071116,-0.060732536,0.41162992,0.6898154,0.014124755,0.40783322,0.643636,-0.05168075,0.4327071,0.70654947,-0.06208289,0.4433202,0.74276316,-0.05404796,10
0.5008312,0.8298362,1.3319124e-06,0.43762338,0.7576089,-0.047378395,0.42445466,0.66653734,-0.047929563,0.44726247,0.58461016,-0.044735573,0.4372454,0.52016217,-0.034530357,0.40178394,0.61891925,0.011795838,0.38608435,0.51604116,-0.0042302893,0.38075882,0.44892007,-0.01611029,0.3823867,0.3887058,-0.024544355,0.4676018,0.62475085,0.021840885,0.5024702,0.5260559,-0.013831122,0.538436,0.45379764,-0.04236459,0.57003057,0.39408535,-0.054572254,0.5232902,0.6511359,0.023871891,0.5512535,0.5957171,-0.03709588,0.5369738,0.67274904,-0.04721265,0.5248727,0.7243996,-0.0319622,0.5709462,0.6811297,0.023025408,0.5883706,0.63725156,-0.02965449,0.5721278,0.6889387,-0.034414977,0.5577537,0.72510034,-0.022909759,10
0.47809148,0.9314532,8.5999665e-07,0.5458391,0.83411133,-0.07685271,0.56911165,0.7126459,-0.07189708,0.5587456,0.60980666,-0.057429638,0.5713049,0.521513,-0.03624662,0.61485213,0.67184126,0.021805068,0.6319132,0.54027313,0.0080103725,0.6340357,0.45027775,-0.007556502,0.6328673,0.3705641,-0.019296085,0.54201627,0.67506135,0.049159653,0.49790967,0.5493012,0.017365947,0.45434132,0.4582429,-0.019239228,0.4157127,0.38247013,-0.037109584,0.47610748,0.6974839,0.0629817,0.41254604,0.6284094,-0.012495002,0.4248569,0.7284035,-0.04481527,0.44875953,0.78445876,-0.03984034,0.41719764,0.72567105,0.072869346,0.37830737,0.68490404,-0.0002336056,0.39007175,0.7589883,-0.02339596,0.42154855,0.7974548,-0.02113936,10
0.4656558,0.9368328,9.168744e-07,0.38895172,0.8661029,-0.031016467,0.3840943,0.7334306,-0.038832754,0.44137794,0.6357454,-0.050121725,0.4625996,0.54754037,-0.056950286,0.42112568,0.65855616,-0.006321615,0.4075635,0.5185433,-0.04203425,0.3990699,0.4338373,-0.058056466,0.3975771,0.36012235,-0.06689601,0.4933241,0.6700155,-0.017867839,0.5305158,0.5289417,-0.0767952,0.55536044,0.4368655,-0.10747314,0.59162855,0.3572603,-0.11727001,0.55648625,0.7066407,-0.03470947,0.54442495,0.63447577,-0.10665793,0.50046176,0.73500675,-0.092873685,0.4935789,0.7958826,-0.05946482,0.6176178,0.7530625,-0.05459723,0.5847633,0.6897302,-0.10766042,0.5491582,0.76377106,-0.09020455,0.5481885,0.8015803,-0.06221248,10
0.5247996,0.84936327,1.1469506e-06,0.5952155,0.76435286,-0.023697315,0.5827491,0.6695112,-0.025931844,0.54349566,0.6045289,-0.03391187,0.52754986,0.53744227,-0.038610324,0.54091287,0.6269042,0.02416736,0.5566269,0.5279258,-0.0028971164,0.5631688,0.4617953,-0.020347103,0.56739026,0.40172678,-0.030223431,0.4916759,0.6385846,0.010989462,0.46929377,0.52971977,-0.038282923,0.45861593,0.44998655,-0.06884961,0.44588497,0.3794695,-0.08062115,0.445498,0.6703127,-0.009563227,0.47611192,0.6121844,-0.08590723,0.51030755,0.6895697,-0.09245084,0.51305395,0.73605233,-0.07177691,0.40214726,0.7064666,-0.030903582,0.44049785,0.6495858,-0.08628177,0.46963254,0.70454997,-0.081611484,0.46420816,0.7397606,-0.06432483,10
